Datetime,Text,Username
2022-08-09 22:25:45+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/y1yqR8aurI,cayce33
2022-08-09 22:19:27+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/oaNvMyPV16,cayce33
2022-08-09 22:03:58+00:00,"DEFUND THE FBI!
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/R9GCVKxJqo",cayce33
2022-08-09 21:14:02+00:00,"Criminalizing Opposition in a Pseudo-Republic:
https://t.co/xVyTtMRhzq
mark steyn ROCKS!
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup",cayce33
2022-08-09 18:35:40+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/uinMxmjoiE,cayce33
2022-08-09 15:16:25+00:00,"#impeachbiden #trump2024 #stopthesteal 
Dershowitz: Trump Raid ‘Improper‘ -- ‘This Is Misconduct‘ https://t.co/eWpdlikp5H via @BreitbartNews",StephenMuratore
2022-08-09 15:09:30+00:00,"#trump2024 #impeachbiden #stopthesteal 
Watch: Donald Trump Releases Dramatic Political Video After FBI Raid at Mar-a-Lago https://t.co/yCqcCvhdlJ via @BreitbartNews",StephenMuratore
2022-08-09 04:31:49+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/xTIScBbHOs,cayce33
2022-08-09 04:28:56+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/XM42oRH5gK,cayce33
2022-08-09 04:25:39+00:00,"#trump2024 #impeachbiden #stopthesteal 

FBI Raid of Trump’s Home Focused on Boxes of White House Documents https://t.co/2JsGJiTjbZ https://t.co/mZPQA1S8A7",StephenMuratore
2022-08-09 03:55:51+00:00,"#trump2024 #stopthesteal #impeachbiden 
Trump Supporters Gather Outside Mar-a-Lago After FBI Raid https://t.co/qYGnymXPWR via @BreitbartNews",StephenMuratore
2022-08-09 03:26:11+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/aapPN5QdfX,cayce33
2022-08-09 03:00:39+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/bHFm1svZEP,cayce33
2022-08-09 01:58:47+00:00,"today’s fbi raid on MAL is a wake-up call to every republican politician in america.
WE ARE watching you, and how you react to this insanity.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #hillaryforprison #lockherup",cayce33
2022-08-08 23:09:07+00:00,"the FBI must be destroyed. they have literally ZERO integrity left.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/sp7iBHcxWO",cayce33
2022-08-07 21:41:30+00:00,@joncoopertweets #Gasprice has increased 2.50 since Trump biden stole the election. #stopthesteal.,OldScho72761891
2022-08-07 21:38:40+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/v63QhgjAgl,cayce33
2022-08-07 21:34:39+00:00,"all day, every day.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/i0i7qUM0NS",cayce33
2022-08-07 21:18:48+00:00,"YES!
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/E0i8zFIa37",cayce33
2022-08-07 19:30:55+00:00,"@robreiner this midterm is simple. if you care about morality, decency, and traditional american values, vote republican. if you give the first SH*T about what MEATHEAD thinks, vote democrat.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever",cayce33
2022-08-07 02:27:01+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/sm28Iuw7MN,cayce33
2022-08-07 00:24:16+00:00,"272D-BA-3065729.
guess.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup",cayce33
2022-08-06 21:47:30+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/ZSdCYrTBnK,cayce33
2022-08-06 18:58:40+00:00,"have ANY WORDS ever in history carried less weight than “i give you my word as a biden?”
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/aKQTtXSAt4",cayce33
2022-08-06 06:08:27+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/wDVRloiJhf,cayce33
2022-08-06 02:39:17+00:00,"WHAT is the FBI hiding?
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/TQDttavTNE",cayce33
2022-08-05 23:43:14+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/NIbJZItVaJ,cayce33
2022-08-05 23:38:26+00:00,"remember this for november, patriots!
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/V4cIn1UUrV",cayce33
2022-08-05 23:18:05+00:00,"how many of the 87,000 new IRS agents will be assigned to look into hunter biden’s tax returns?
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup",cayce33
2022-08-05 23:01:00+00:00,"putin should put pedo peter in the spotlight by offering griner for a release of all jan6 political prisoners.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup",cayce33
2022-08-05 19:28:55+00:00,"@KamVTV isn’t it FUN, though?
fish in a barrel.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup",cayce33
2022-08-05 19:25:44+00:00,"he’s now over here:
https://t.co/raYeNnZuke
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/HVlPWL1QOJ",cayce33
2022-08-05 01:55:51+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/2hZPFAjaOr,cayce33
2022-08-05 00:06:08+00:00,"i agree.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/YhnWT0PfLi",cayce33
2022-08-05 00:03:32+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/gQ73gEM8Oi,cayce33
2022-08-04 23:59:25+00:00,"REMEMBER: the problems currently happening in maricopa are all within THE REPUBLICAN PRIMARY.
we don’t need demwits to have major election fraud. RINOs are just as bad.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever",cayce33
2022-08-04 23:54:56+00:00,"@AZGOP the first of many, i expect.
once ms lake is declared AZ nominee, the poop will hit the fan.
this is so great.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup",cayce33
2022-08-04 23:46:18+00:00,"MAGA is merely the very sharp tip of a long spear that will end the deepstate and bring our great country back to its former glory!
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup",cayce33
2022-08-04 23:44:39+00:00,"even with all their bots, paid npc conscripts, and rogue alphabet agents, 
WE ARE STILL WINNING.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup",cayce33
2022-08-04 23:37:49+00:00,"november 2020 (detroit) and now august 2022 (MCTEC in phoenix, AZ).
demwits trying desperately to hide the truth.
WE WILL PREVAIL.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/S6Dd6Qjqiu",cayce33
2022-08-04 23:04:41+00:00,"panic in AZ.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/HQcw6N1CRr",cayce33
2022-08-04 18:54:19+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/N2yuHV4F2z,cayce33
2022-08-03 23:55:42+00:00,"establishment GOP/RINOs spent $26,000,000 in their attempt to defeat @KariLake.
WHY?
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup",cayce33
2022-08-03 23:46:40+00:00,"6 down, 4 to go!
WIN, WIN, WIN!
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/cqQZFUzhrl",cayce33
2022-08-03 23:42:07+00:00,"OUR president! ❤️
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/KX74ELV97b",cayce33
2022-08-03 23:32:52+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/syRqk9f1QQ,cayce33
2022-08-03 23:20:38+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/u4a9HF0U2k,cayce33
2022-08-03 20:54:52+00:00,"DARK BRANDON isn’t inaccurate.
his soul is black as night.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/fm62rHTBVV",cayce33
2022-08-03 19:38:40+00:00,"from last night.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/eB2x2W5OVG",cayce33
2022-08-03 18:48:58+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/TCxnIh4NKg,cayce33
2022-08-03 18:42:11+00:00,"6/10.
four remain.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup",cayce33
2022-08-03 06:48:16+00:00,"they wouldn’t be so terrified of donald j. trump if biden had actually received 81 million votes.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup",cayce33
2022-08-03 04:08:36+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/UTZdpXSgYN,cayce33
2022-08-03 01:08:40+00:00,"5 to 1 odds that this moron ends up offing himself before his dad is a free man again.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/6TVaShx1vZ",cayce33
2022-08-03 01:05:44+00:00,"@JesseKellyDC at least they’re focused.
no, not being glib.
they KNOW exactly what they want, and they drive toward it.
the good people of the western world could take a lesson.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #lockherup",cayce33
2022-08-03 00:53:07+00:00,"i'll GLADLY give pedo pete credit when gas prices fall BELOW $1.79 a gallon, which is what i was paying under the trump administration.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/4XxRSU9Uuc",cayce33
2022-08-02 22:14:00+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/lv141nwnOX,cayce33
2022-08-02 21:37:43+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/qzAlYmFbQP,cayce33
2022-08-02 21:22:19+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/1rMUv6arNs,cayce33
2022-08-02 20:21:17+00:00,"@Jim_Jordan you forgot to add
“contrary to campaign promises.”
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup",cayce33
2022-08-02 07:19:25+00:00,"america will soon experience THE GREAT AWAKENING, wherein millions of people will awaken to THE TRUTH,
or we are going to have a civil war.
i’m expecting and praying for the former of these two.
#trump #trumpwon #ultraMAGA #stopthesteal #fakenews #biden #bidenworstpresidentever",cayce33
2022-08-02 00:25:38+00:00,"i’m dyin.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/V2BaOZYLq3",cayce33
2022-08-02 00:18:50+00:00,"to all you doubters:
i cannot wait to personally serve you dinner in the months ahead.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/VTjAprV3Gf",cayce33
2022-08-01 23:35:21+00:00,".@robreiner poor, poor MEAThead.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/wtuCFNvQMY",cayce33
2022-08-01 23:29:32+00:00,"Republicans are getting it. Finally.
MSM is Public Enemy Number ONE.
https://t.co/rEean0r7hh
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup",cayce33
2022-08-01 23:26:10+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/1uAX5MPUvz,cayce33
2022-08-01 23:24:11+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/hZaFySRNbJ,cayce33
2022-08-01 21:13:16+00:00,"pedo pete and his demwit buddies are building THE WALL that they labelled “racist” for 5 years.
LOL!!!
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup",cayce33
2022-07-31 23:29:31+00:00,"nutshell pedo pete: 
“i don’t control gas prices,” for an entire year, nonstop.
prices drop, pete takes credit.
welcome to libtardia.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup",cayce33
2022-07-31 23:09:33+00:00,#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/WRLAdVbTKF,cayce33
2022-07-31 23:02:31+00:00,"i just adore our duly elected president.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/Od8LDsb9Sz",cayce33
2022-07-31 06:26:49+00:00,"MAGA is not for whiners.
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup",cayce33
2022-07-31 04:51:41+00:00,"WHAT a coincidence!!!
#trump #trumpwon #ultraMAGA #freespeech #stopthesteal #fakenews #biden #bidenworstpresidentever #clintoncrimefamily #hillaryforprison #lockherup https://t.co/WyIzYbTrMo",cayce33
